car,overall_position,class_position,team,vehicle,class,race,event_duration,season,laps,total_time,gap_first,gap_car_ahead,tyres,status,fl_lap_number,fl_time,fl_kph_average,season_race,fl_time_seconds
Aston Martin Racing #99,15,3,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,Fuji,6,2014,208,6:02:12.747,28 Laps,39.050,Michelin,Classified,6.0,00:01:40.609000,163.3,Fuji-2014,100.609
Porsche Team Manthey #91,16,4,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,Fuji,6,2014,207,6:01:01.266,29 Laps,1 Laps,Michelin,Classified,32.0,00:01:40.716000,163.1,Fuji-2014,100.716
Aston Martin Racing #95,17,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,Fuji,6,2014,207,6:01:32.028,29 Laps,30.762,Michelin,Classified,10.0,00:01:40.766000,163.0,Fuji-2014,100.766
Aston Martin Racing #98,18,2,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,Fuji,6,2014,207,6:02:08.470,29 Laps,36.442,Michelin,Classified,6.0,00:01:40.797000,163.0,Fuji-2014,100.797
Prospeed Competition #75,19,3,Prospeed Competition,Porsche 911 RSR,LMGTE Am,Fuji,6,2014,204,6:01:05.291,32 Laps,3 Laps,Michelin,Classified,121.0,00:01:41.286000,162.2,Fuji-2014,101.286
Proton Competition #88,20,4,Proton Competition,Porsche 911 RSR,LMGTE Am,Fuji,6,2014,204,6:01:05.952,32 Laps,0.661,Michelin,Classified,175.0,00:01:41.272000,162.2,Fuji-2014,101.272
Aston Martin Racing #97,21,5,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,Fuji,6,2014,204,6:01:22.656,32 Laps,16.704,Michelin,Classified,28.0,00:01:40.532000,163.4,Fuji-2014,100.532
AF Corse #61,22,5,AF Corse,Ferrari F458 Italia,LMGTE Am,Fuji,6,2014,203,6:01:11.218,33 Laps,1 Laps,Michelin,Classified,138.0,00:01:41.253000,162.2,Fuji-2014,101.253
Porsche Team Manthey #92,23,6,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,Fuji,6,2014,202,6:02:09.083,34 Laps,1 Laps,Michelin,Classified,9.0,00:01:41.239000,162.3,Fuji-2014,101.239
Rebellion Racing #12,24,8,Rebellion Racing,Rebellion R-One - Toyota,LMP1,Fuji,6,2014,179,6:01:49.808,57 Laps,23 Laps,Michelin,Classified,8.0,00:01:31.658000,179.2,Fuji-2014,91.658
Lotus #9,25,9,Lotus,CLM P1/01 - AER,LMP1,Fuji,6,2014,181,5:01:57.280,55 Laps,-2 Laps,Michelin,Not classified,32.0,00:01:33.780000,175.2,Fuji-2014,93.78
AF Corse #81,26,6,AF Corse,Ferrari F458 Italia,LMGTE Am,Fuji,6,2014,169,4:58:29.781,67 Laps,12 Laps,Michelin,Not classified,116.0,00:01:41.518000,161.8,Fuji-2014,101.518
8 Star Motorsports #90,27,7,8 Star Motorsports,Ferrari F458 Italia,LMGTE Am,Fuji,6,2014,64,1:51:47.196,172 Laps,105 Laps,Michelin,Not classified,4.0,00:01:41.488000,161.9,Fuji-2014,101.488
Porsche Team #14,1,1,Porsche Team,Porsche 919 Hybrid,LMP1,Interlagos,6,2014,249,6:01:44.608,0,0,Michelin,Classified,219.0,00:01:18.408000,197.8,Interlagos-2014,78.408
Toyota Racing #8,2,2,Toyota Racing,Toyota TS 040 - Hybrid,LMP1,Interlagos,6,2014,249,6:01:44.778,0.170,0.170,Michelin,Classified,224.0,00:01:18.399000,197.9,Interlagos-2014,78.399
Audi Sport Team Joest #1,3,3,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,Interlagos,6,2014,248,6:01:45.711,1 Laps,1 Laps,Michelin,Classified,169.0,00:01:18.413000,197.8,Interlagos-2014,78.413
Toyota Racing #7,4,4,Toyota Racing,Toyota TS 040 - Hybrid,LMP1,Interlagos,6,2014,248,6:01:47.120,1 Laps,1.409,Michelin,Classified,221.0,00:01:18.778000,196.9,Interlagos-2014,78.778
Audi Sport Team Joest #2,5,5,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,Interlagos,6,2014,248,6:02:13.223,1 Laps,26.103,Michelin,Classified,188.0,00:01:18.367000,197.9,Interlagos-2014,78.367
KCMG #47,6,1,KCMG,Oreca 03R - Nissan,LMP2,Interlagos,6,2014,225,6:01:45.262,24 Laps,23 Laps,Dunlop,Classified,26.0,00:01:25.344000,181.8,Interlagos-2014,85.344
Aston Martin Racing #97,7,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,Interlagos,6,2014,221,6:01:46.553,28 Laps,4 Laps,Michelin,Classified,147.0,00:01:30.288000,171.8,Interlagos-2014,90.288
Porsche Team Manthey #92,8,2,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,Interlagos,6,2014,221,6:01:54.148,28 Laps,7.595,Michelin,Classified,196.0,00:01:30.101000,172.2,Interlagos-2014,90.101
AF Corse #71,9,3,AF Corse,Ferrari F458 Italia,LMGTE Pro,Interlagos,6,2014,221,6:01:59.219,28 Laps,5.071,Michelin,Classified,146.0,00:01:30.644000,171.1,Interlagos-2014,90.644
AF Corse #51,10,4,AF Corse,Ferrari F458 Italia,LMGTE Pro,Interlagos,6,2014,220,6:01:51.558,29 Laps,1 Laps,Michelin,Classified,132.0,00:01:30.742000,171.0,Interlagos-2014,90.742
Aston Martin Racing #99,11,5,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,Interlagos,6,2014,220,6:01:53.341,29 Laps,1.783,Michelin,Classified,196.0,00:01:30.608000,171.2,Interlagos-2014,90.608
Porsche Team Manthey #91,12,6,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,Interlagos,6,2014,220,6:01:55.627,29 Laps,2.286,Michelin,Classified,192.0,00:01:30.633000,171.2,Interlagos-2014,90.633
Aston Martin Racing #98,13,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,Interlagos,6,2014,219,6:01:56.921,30 Laps,1 Laps,Michelin,Classified,140.0,00:01:30.398000,171.6,Interlagos-2014,90.398
Aston Martin Racing #95,14,2,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,Interlagos,6,2014,219,6:02:02.019,30 Laps,5.098,Michelin,Classified,187.0,00:01:30.892000,170.7,Interlagos-2014,90.892
AF Corse #81,15,3,AF Corse,Ferrari F458 Italia,LMGTE Am,Interlagos,6,2014,219,6:02:17.586,30 Laps,15.567,Michelin,Classified,198.0,00:01:31.300000,169.9,Interlagos-2014,91.3
Proton Competition #88,16,4,Proton Competition,Porsche 911 RSR,LMGTE Am,Interlagos,6,2014,217,6:01:57.724,32 Laps,2 Laps,Michelin,Classified,192.0,00:01:31.032000,170.4,Interlagos-2014,91.032
Prospeed Competition #75,17,5,Prospeed Competition,Porsche 911 RSR,LMGTE Am,Interlagos,6,2014,217,6:02:12.547,32 Laps,14.823,Michelin,Classified,203.0,00:01:31.155000,170.2,Interlagos-2014,91.155
Rebellion Racing #13,18,6,Rebellion Racing,Rebellion R-One - Toyota,LMP1,Interlagos,6,2014,214,6:01:55.263,35 Laps,3 Laps,Michelin,Classified,126.0,00:01:21.539000,190.2,Interlagos-2014,81.539
Rebellion Racing #12,19,7,Rebellion Racing,Rebellion R-One - Toyota,LMP1,Interlagos,6,2014,211,6:02:15.021,38 Laps,3 Laps,Michelin,Classified,82.0,00:01:21.115000,191.2,Interlagos-2014,81.115
SMP Racing #27,20,2,SMP Racing,Oreca 03R - Nissan,LMP2,Interlagos,6,2014,207,6:02:01.121,42 Laps,4 Laps,Michelin,Classified,21.0,00:01:25.727000,181.0,Interlagos-2014,85.727
AF Corse #61,21,6,AF Corse,Ferrari F458 Italia,LMGTE Am,Interlagos,6,2014,186,6:02:03.318,63 Laps,21 Laps,Michelin,Classified,168.0,00:01:31.167000,170.2,Interlagos-2014,91.167
Porsche Team #20,22,8,Porsche Team,Porsche 919 Hybrid,LMP1,Interlagos,6,2014,236,5:30:53.778,13 Laps,-50 Laps,Michelin,Not classified,33.0,00:01:18.617000,197.3,Interlagos-2014,78.617
8 Star Motorsports #90,23,7,8 Star Motorsports,Ferrari F458 Italia,LMGTE Am,Interlagos,6,2014,205,5:30:43.463,44 Laps,31 Laps,Michelin,Not classified,137.0,00:01:31.351000,169.8,Interlagos-2014,91.351
SMP Racing #37,24,3,SMP Racing,Oreca 03R - Nissan,LMP2,Interlagos,6,2014,136,3:31:09.715,113 Laps,69 Laps,Michelin,Not classified,10.0,00:01:26.113000,180.1,Interlagos-2014,86.113
Lotus #9,25,9,Lotus,CLM P1/01 - AER,LMP1,Interlagos,6,2014,60,1:56:24.391,189 Laps,76 Laps,Michelin,Not classified,18.0,00:01:22.635000,187.7,Interlagos-2014,82.635
G-Drive Racing #26,26,4,G-Drive Racing,Ligier JS P2 - Nissan,LMP2,Interlagos,6,2014,41,1:00:09.545,208 Laps,19 Laps,Dunlop,Not classified,28.0,00:01:24.916000,182.7,Interlagos-2014,84.916
Audi Sport Team Joest #2,1,1,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,LeMans,24,2014,379,24:01:59.830,0,0,Michelin,Classified,317.0,00:03:22.567000,242.2,LeMans-2014,202.567
Audi Sport Team Joest #1,2,2,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,LeMans,24,2014,376,24:02:00.046,3 Laps,3 Laps,Michelin,Classified,3.0,00:03:24.393000,240.0,LeMans-2014,204.393
Toyota Racing #8,3,3,Toyota Racing,Toyota TS 040 - Hybrid,LMP1,LeMans,24,2014,374,24:02:48.616,5 Laps,2 Laps,Michelin,Classified,4.0,00:03:23.117000,241.6,LeMans-2014,203.117
Rebellion Racing #12,4,4,Rebellion Racing,Rebellion R-One - Toyota,LMP1,LeMans,24,2014,360,24:04:23.295,19 Laps,14 Laps,Michelin,Classified,303.0,00:03:28.466000,235.4,LeMans-2014,208.466
Jota Sport #38,5,1,Jota Sport,Zytek Z11SN - Nissan,LMP2,LeMans,24,2014,356,24:05:18.968,23 Laps,4 Laps,Dunlop,Classified,325.0,00:03:38.285000,224.8,LeMans-2014,218.285
Thiriet By TDS Racing #46,6,2,Thiriet By TDS Racing,Ligier JS P2 - Nissan,LMP2,LeMans,24,2014,355,24:02:03.737,24 Laps,1 Laps,Dunlop,Classified,326.0,00:03:37.793000,225.3,LeMans-2014,217.793
Signatech Alpine #36,7,3,Signatech Alpine,Alpine A450b - Nissan,LMP2,LeMans,24,2014,355,24:04:40.164,24 Laps,2'36.427,Dunlop,Classified,326.0,00:03:37.787000,225.3,LeMans-2014,217.787
Sebastien Loeb Racing #24,8,4,Sebastien Loeb Racing,Oreca 03R - Nissan,LMP2,LeMans,24,2014,354,24:02:37.077,25 Laps,1 Laps,Michelin,Classified,342.0,00:03:39.873000,223.1,LeMans-2014,219.873
OAK Racing #35,9,5,OAK Racing,Ligier - Nissan,LMP2,LeMans,24,2014,354,24:04:24.828,25 Laps,1'47.751,Dunlop,Classified,228.0,00:03:38.032000,225.0,LeMans-2014,218.032
Newblood By Morand Racing #43,10,6,Newblood By Morand Racing,Morgan - Judd,LMP2,LeMans,24,2014,352,24:04:50.564,27 Laps,2 Laps,Dunlop,Classified,292.0,00:03:40.254000,222.8,LeMans-2014,220.254
Porsche Team #14,11,5,Porsche Team,Porsche 919 Hybrid,LMP1,LeMans,24,2014,348,24:02:00.809,31 Laps,4 Laps,Michelin,Classified,4.0,00:03:24.899000,239.5,LeMans-2014,204.899
OAK Racing - Team Asia #33,12,7,OAK Racing - Team Asia,Ligier JS P2 - HPD,LMP2,LeMans,24,2014,347,24:02:09.711,32 Laps,1 Laps,Michelin,Classified,246.0,00:03:40.261000,222.8,LeMans-2014,220.261
Race Performance #34,13,8,Race Performance,Oreca 03R - Judd,LMP2,LeMans,24,2014,342,24:04:20.403,37 Laps,5 Laps,Dunlop,Classified,293.0,00:03:40.256000,222.8,LeMans-2014,220.256
Larbre Competition #50,14,9,Larbre Competition,Morgan - Judd,LMP2,LeMans,24,2014,341,24:07:24.504,38 Laps,1 Laps,Michelin,Classified,269.0,00:03:43.486000,219.5,LeMans-2014,223.486
AF Corse #51,15,1,AF Corse,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2014,339,24:02:02.453,40 Laps,2 Laps,Michelin,Classified,256.0,00:03:54.566000,209.2,LeMans-2014,234.566
Corvette Racing #73,16,2,Corvette Racing,Chevrolet Corvette - C7,LMGTE Pro,LeMans,24,2014,338,24:02:32.384,41 Laps,1 Laps,Michelin,Classified,318.0,00:03:53.869000,209.8,LeMans-2014,233.869
Porsche Team Manthey #92,17,3,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,LeMans,24,2014,337,24:02:30.592,42 Laps,1 Laps,Michelin,Classified,210.0,00:03:54.557000,209.2,LeMans-2014,234.557
Pegasus Racing #29,18,10,Pegasus Racing,Morgan - Nissan,LMP2,LeMans,24,2014,336,24:02:01.608,43 Laps,1 Laps,Dunlop,Classified,271.0,00:03:39.503000,223.5,LeMans-2014,219.503
Aston Martin Racing #95,19,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,LeMans,24,2014,334,24:02:07.252,45 Laps,2 Laps,Michelin,Classified,11.0,00:03:55.798000,208.1,LeMans-2014,235.798
Corvette Racing #74,20,4,Corvette Racing,Chevrolet Corvette - C7,LMGTE Pro,LeMans,24,2014,333,24:05:23.009,46 Laps,1 Laps,Michelin,Classified,276.0,00:03:54.652000,209.1,LeMans-2014,234.652
Proton Competition #88,21,2,Proton Competition,Porsche 911 RSR,LMGTE Am,LeMans,24,2014,332,24:04:19.744,47 Laps,1 Laps,Michelin,Classified,314.0,00:03:57.372000,206.7,LeMans-2014,237.372
AF Corse #61,22,3,AF Corse,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,331,24:02:16.626,48 Laps,1 Laps,Michelin,Classified,3.0,00:03:57.373000,206.7,LeMans-2014,237.373
8 Star Motorsports #90,23,4,8 Star Motorsports,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,330,24:02:02.923,49 Laps,1 Laps,Michelin,Classified,5.0,00:03:56.672000,207.3,LeMans-2014,236.672
Dempsey Racing - Proton #77,24,5,Dempsey Racing - Proton,Porsche 911 RSR,LMGTE Am,LeMans,24,2014,329,24:02:06.312,50 Laps,1 Laps,Michelin,Classified,308.0,00:03:56.451000,207.5,LeMans-2014,236.451
Caterham Racing #42,25,11,Caterham Racing,Zytek Z11SN - Nissan,LMP2,LeMans,24,2014,329,24:02:10.667,50 Laps,4.355,Dunlop,Classified,272.0,00:03:40.039000,223.0,LeMans-2014,220.039
Aston Martin Racing #98,26,6,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,LeMans,24,2014,329,24:02:49.288,50 Laps,38.621,Michelin,Classified,283.0,00:03:54.480000,209.2,LeMans-2014,234.48
JMW Motorsport #66,27,7,JMW Motorsport,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,327,24:02:58.009,52 Laps,2 Laps,Michelin,Classified,255.0,00:03:57.146000,206.9,LeMans-2014,237.146
Team Taisan #70,28,8,Team Taisan,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,327,24:04:38.095,52 Laps,1'40.086,Michelin,Classified,275.0,00:04:00.847000,203.7,LeMans-2014,240.847
Team Sofrev ASP #58,29,9,Team Sofrev ASP,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,325,24:02:35.128,54 Laps,2 Laps,Michelin,Classified,282.0,00:03:58.437000,205.8,LeMans-2014,238.437
Krohn Racing #57,30,10,Krohn Racing,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,324,24:02:08.834,55 Laps,1 Laps,Michelin,Classified,299.0,00:03:56.752000,207.2,LeMans-2014,236.752
IMSA Performance Matmut #76,31,11,IMSA Performance Matmut,Porsche 911 GT3 RSR,LMGTE Am,LeMans,24,2014,323,24:02:03.614,56 Laps,1 Laps,Michelin,Classified,87.0,00:03:58.823000,205.4,LeMans-2014,238.823
RAM Racing #53,32,12,RAM Racing,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,319,24:04:04.804,60 Laps,4 Laps,Michelin,Classified,196.0,00:03:58.495000,205.7,LeMans-2014,238.495
Prospeed Competition #79,33,5,Prospeed Competition,Porsche 911 GT3 RSR,LMGTE Pro,LeMans,24,2014,319,24:05:21.315,60 Laps,1'16.511,Michelin,Classified,2.0,00:04:01.466000,203.2,LeMans-2014,241.466
IMSA Performance Matmut #67,34,13,IMSA Performance Matmut,Porsche 911 GT3 RSR,LMGTE Am,LeMans,24,2014,317,24:06:04.896,62 Laps,2 Laps,Michelin,Classified,250.0,00:03:58.450000,205.8,LeMans-2014,238.45
Aston Martin Racing #97,35,6,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,LeMans,24,2014,310,24:02:07.952,69 Laps,7 Laps,Michelin,Classified,272.0,00:03:53.763000,209.9,LeMans-2014,233.763
Porsche Team Manthey #91,36,7,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,LeMans,24,2014,309,24:02:30.661,70 Laps,1 Laps,Michelin,Classified,280.0,00:03:55.343000,208.5,LeMans-2014,235.343
SMP Racing #27,37,12,SMP Racing,Oreca 03R - Nissan,LMP2,LeMans,24,2014,303,24:04:38.239,76 Laps,6 Laps,Michelin,Classified,266.0,00:03:40.004000,223.0,LeMans-2014,220.004
AF Corse #62,38,14,AF Corse,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,295,24:05:29.956,84 Laps,8 Laps,Michelin,Classified,242.0,00:04:02.954000,201.9,LeMans-2014,242.954
Porsche Team #20,39,6,Porsche Team,Porsche 919 Hybrid,LMP1,LeMans,24,2014,346,22:05:29.316,33 Laps,-51 Laps,Michelin,Not classified,4.0,00:03:25.532000,238.7,LeMans-2014,205.532
Toyota Racing #7,40,7,Toyota Racing,Toyota TS 040 - Hybrid,LMP1,LeMans,24,2014,219,13:53:48.661,160 Laps,127 Laps,Michelin,Retired,4.0,00:03:23.112000,241.6,LeMans-2014,203.112
SMP Racing #72,41,15,SMP Racing,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,196,15:57:47.838,183 Laps,23 Laps,Michelin,Retired,123.0,00:03:56.932000,207.1,LeMans-2014,236.932
Prospeed Competition #75,42,16,Prospeed Competition,Porsche 911 GT3 RSR,LMGTE Am,LeMans,24,2014,194,17:05:27.577,185 Laps,2 Laps,Michelin,Retired,172.0,00:04:00.431000,204.1,LeMans-2014,240.431
RAM Racing #52,43,8,RAM Racing,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2014,140,15:33:01.189,239 Laps,54 Laps,Michelin,Retired,12.0,00:03:57.916000,206.2,LeMans-2014,237.916
G-Drive Racing #26,44,13,G-Drive Racing,Morgan - Nissan,LMP2,LeMans,24,2014,120,8:37:50.074,259 Laps,20 Laps,Dunlop,Retired,119.0,00:03:39.196000,223.8,LeMans-2014,219.196
AF Corse #60,45,17,AF Corse,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,115,8:58:40.598,264 Laps,5 Laps,Michelin,Retired,81.0,00:03:57.491000,206.6,LeMans-2014,237.491
KCMG #47,46,14,KCMG,Oreca 03R - Nissan,LMP2,LeMans,24,2014,87,6:26:20.155,292 Laps,28 Laps,Dunlop,Retired,2.0,00:03:40.299000,222.7,LeMans-2014,220.299
Rebellion Racing #13,47,8,Rebellion Racing,Rebellion R-One - Toyota,LMP1,LeMans,24,2014,73,5:35:57.725,306 Laps,14 Laps,Michelin,Retired,5.0,00:03:31.009000,232.5,LeMans-2014,211.009
Murphy Prototypes #48,48,15,Murphy Prototypes,Oreca 03R - Nissan,LMP2,LeMans,24,2014,73,7:32:55.339,306 Laps,1:56'57.614,Dunlop,Retired,40.0,00:03:39.560000,223.5,LeMans-2014,219.56
Greaves Motorsport #41,49,16,Greaves Motorsport,Zytek Z11SN - Nissan,LMP2,LeMans,24,2014,31,2:40:28.539,348 Laps,42 Laps,Dunlop,Retired,4.0,00:03:43.621000,219.4,LeMans-2014,223.621
AF Corse #71,50,9,AF Corse,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2014,28,2:19:47.219,351 Laps,3 Laps,Michelin,Retired,5.0,00:03:57.521000,206.6,LeMans-2014,237.521
Audi Sport Team Joest #3,51,9,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,LeMans,24,2014,25,1:29:25.945,354 Laps,3 Laps,Michelin,Retired,3.0,00:03:24.274000,240.2,LeMans-2014,204.274
AF Corse #81,52,18,AF Corse,Ferrari 458 Italia,LMGTE Am,LeMans,24,2014,22,1:29:38.142,357 Laps,3 Laps,Michelin,Retired,2.0,00:03:56.241000,207.7,LeMans-2014,236.241
SMP Racing #37,53,17,SMP Racing,Oreca 03R - Nissan,LMP2,LeMans,24,2014,9,40:48.968,370 Laps,13 Laps,Michelin,Retired,3.0,00:03:42.302000,220.7,LeMans-2014,222.302
Nissan Motorsports Global #0,54,1,Nissan Motorsports Global,Nissan ZEOD RC,CDNT,LeMans,24,2014,5,19:33.042,374 Laps,4 Laps,Michelin,Retired,2.0,00:03:50.352000,213.0,LeMans-2014,230.352
Toyota Racing #8,1,1,Toyota Racing,Toyota TS 040 - Hybrid,LMP1,Shanghai,6,2014,188,6:01:15.319,0,0,Michelin,Classified,131.0,00:01:48.694000,180.5,Shanghai-2014,108.694
Toyota Racing #7,2,2,Toyota Racing,Toyota TS 040 - Hybrid,LMP1,Shanghai,6,2014,188,6:02:27.883,1'12.564,1'12.564,Michelin,Classified,163.0,00:01:49.216000,179.7,Shanghai-2014,109.216
Porsche Team #14,3,3,Porsche Team,Porsche 919 Hybrid,LMP1,Shanghai,6,2014,187,6:01:28.933,1 Laps,1 Laps,Michelin,Classified,160.0,00:01:49.356000,179.4,Shanghai-2014,109.356
Audi Sport Team Joest #2,4,4,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,Shanghai,6,2014,187,6:02:37.510,1 Laps,1'08.577,Michelin,Classified,155.0,00:01:49.602000,179.0,Shanghai-2014,109.602
Audi Sport Team Joest #1,5,5,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,Shanghai,6,2014,187,6:02:49.047,1 Laps,11.537,Michelin,Classified,164.0,00:01:50.116000,178.2,Shanghai-2014,110.116
Porsche Team #20,6,6,Porsche Team,Porsche 919 Hybrid,LMP1,Shanghai,6,2014,186,6:01:34.312,2 Laps,1 Laps,Michelin,Classified,162.0,00:01:49.608000,179.0,Shanghai-2014,109.608
Rebellion Racing #12,7,7,Rebellion Racing,Rebellion R-One - Toyota,LMP1,Shanghai,6,2014,180,6:01:49.321,8 Laps,6 Laps,Michelin,Classified,60.0,00:01:52.698000,174.1,Shanghai-2014,112.698
Rebellion Racing #13,8,8,Rebellion Racing,Rebellion R-One - Toyota,LMP1,Shanghai,6,2014,180,6:02:28.927,8 Laps,39.606,Michelin,Classified,157.0,00:01:53.029000,173.6,Shanghai-2014,113.029
G-Drive Racing #26,9,1,G-Drive Racing,Ligier JS P2 - Nissan,LMP2,Shanghai,6,2014,177,6:02:36.817,11 Laps,3 Laps,Dunlop,Classified,23.0,00:01:55.900000,169.3,Shanghai-2014,115.9
Extreme Speed Motorsports #30,10,2,Extreme Speed Motorsports,HPD ARX 03B - Honda,LMP2,Shanghai,6,2014,174,6:01:25.596,14 Laps,3 Laps,Dunlop,Classified,145.0,00:01:56.458000,168.5,Shanghai-2014,116.458
SMP Racing #27,11,3,SMP Racing,Oreca 03R - Nissan,LMP2,Shanghai,6,2014,174,6:01:33.313,14 Laps,7.717,Michelin,Classified,173.0,00:01:56.513000,168.4,Shanghai-2014,116.513
SMP Racing #37,12,4,SMP Racing,Oreca 03R - Nissan,LMP2,Shanghai,6,2014,174,6:01:39.664,14 Laps,6.351,Michelin,Classified,18.0,00:01:57.018000,167.7,Shanghai-2014,117.018
Extreme Speed Motorsports #31,13,5,Extreme Speed Motorsports,HPD ARX 03B - Honda,LMP2,Shanghai,6,2014,173,6:02:58.035,15 Laps,1 Laps,Dunlop,Classified,168.0,00:01:56.934000,167.8,Shanghai-2014,116.934
Lotus #9,14,9,Lotus,CLM P1/01 - AER,LMP1,Shanghai,6,2014,171,6:02:08.347,17 Laps,2 Laps,Michelin,Classified,89.0,00:01:56.137000,169.0,Shanghai-2014,116.137
OAK Racing #35,15,6,OAK Racing,Morgan - Judd,LMP2,Shanghai,6,2014,167,6:01:49.063,21 Laps,4 Laps,Dunlop,Classified,20.0,00:01:57.730000,166.7,Shanghai-2014,117.73
Porsche Team Manthey #92,16,1,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,Shanghai,6,2014,167,6:02:56.352,21 Laps,1'07.289,Michelin,Classified,119.0,00:02:04.418000,157.7,Shanghai-2014,124.418
Porsche Team Manthey #91,17,2,Porsche Team Manthey,Porsche 911 RSR,LMGTE Pro,Shanghai,6,2014,167,6:03:08.744,21 Laps,12.392,Michelin,Classified,115.0,00:02:04.544000,157.6,Shanghai-2014,124.544
AF Corse #71,18,3,AF Corse,Ferrari F458 Italia,LMGTE Pro,Shanghai,6,2014,166,6:01:28.647,22 Laps,1 Laps,Michelin,Classified,138.0,00:02:04.730000,157.3,Shanghai-2014,124.73
Aston Martin Racing #99,19,4,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,Shanghai,6,2014,166,6:02:03.599,22 Laps,34.952,Michelin,Classified,145.0,00:02:04.674000,157.4,Shanghai-2014,124.674
Aston Martin Racing #98,20,1,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,Shanghai,6,2014,165,6:01:26.998,23 Laps,1 Laps,Michelin,Classified,141.0,00:02:04.008000,158.2,Shanghai-2014,124.008
Aston Martin Racing #95,21,2,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Am,Shanghai,6,2014,165,6:02:48.208,23 Laps,1'21.210,Michelin,Classified,87.0,00:02:05.324000,156.6,Shanghai-2014,125.324
8 Star Motorsports #90,22,3,8 Star Motorsports,Ferrari F458 Italia,LMGTE Am,Shanghai,6,2014,164,6:02:45.665,24 Laps,1 Laps,Michelin,Classified,141.0,00:02:04.655000,157.4,Shanghai-2014,124.655
Prospeed Competition #75,23,4,Prospeed Competition,Porsche 911 RSR,LMGTE Am,Shanghai,6,2014,163,6:01:16.548,25 Laps,1 Laps,Michelin,Classified,96.0,00:02:05.178000,156.8,Shanghai-2014,125.178
Proton Competition #88,24,5,Proton Competition,Porsche 911 RSR,LMGTE Am,Shanghai,6,2014,161,6:03:13.204,27 Laps,2 Laps,Michelin,Classified,136.0,00:02:05.751000,156.1,Shanghai-2014,125.751
Aston Martin Racing #97,25,5,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,Shanghai,6,2014,123,4:28:55.989,65 Laps,38 Laps,Michelin,Not classified,92.0,00:02:04.260000,157.9,Shanghai-2014,124.26
KCMG #47,26,7,KCMG,Oreca 03R - Nissan,LMP2,Shanghai,6,2014,0,0,188 Laps,123 Laps,Dunlop,Not classified,0.0,0,0.0,Shanghai-2014,
AF Corse #51,27,6,AF Corse,Ferrari F458 Italia,LMGTE Pro,Shanghai,6,2014,0,0,188 Laps,0,Michelin,Not classified,0.0,0,0.0,Shanghai-2014,
Audi Sport Team Joest #7,1,1,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,Silverstone,6,2015,201,6:00:30.876,0,0,Michelin,Classified,26.0,00:01:40.836000,210.7,Silverstone-2015,100.836
Porsche Team #18,2,2,Porsche Team,Porsche 919 Hybrid,LMP1,Silverstone,6,2015,201,6:00:35.486,4.610,4.610,Michelin,Classified,5.0,00:01:42.245000,207.8,Silverstone-2015,102.245
